id,synsetId,subSynsetId,modelId,split
036909,30,30,036909,train
046408,16,16,046408,train
029590,9,9,029590,train
008133,6,6,008133,train
004016,50,50,004016,train
041096,6,6,041096,train
038600,49,49,038600,train
022869,18,18,022869,train
032681,41,41,032681,train
006032,49,49,006032,train
047762,49,49,047762,train
029507,47,47,029507,train
018491,16,16,018491,train
011770,37,37,011770,train
039902,11,11,039902,train
036171,12,12,036171,train
047749,18,18,047749,train
051450,47,47,051450,train
030707,18,18,030707,train
036667,49,49,036667,train
045899,30,30,045899,train
035465,4,4,035465,train
034693,4,4,034693,train
018677,4,4,018677,train
046012,49,49,046012,train
045682,16,16,045682,train
035926,18,18,035926,train
036497,35,35,036497,train
037188,49,49,037188,train
039317,40,40,039317,train
004043,49,49,004043,train
042038,4,4,042038,train
013462,49,49,013462,train
048208,49,49,048208,train
016978,49,49,016978,train
007358,16,16,007358,train
005893,32,32,005893,train
031083,0,0,031083,train
003736,31,31,003736,train
005409,49,49,005409,train
010629,18,18,010629,train
041913,4,4,041913,train
033116,18,18,033116,train
041498,49,49,041498,train
004863,44,44,004863,train
007907,49,49,007907,train
029953,18,18,029953,train
035150,19,19,035150,train
003547,28,28,003547,train
004176,30,30,004176,train
023419,49,49,023419,train
035869,16,16,035869,train
019562,43,43,019562,train
045430,16,16,045430,train
037547,37,37,037547,train
024660,19,19,024660,train
043646,44,44,043646,train
046393,54,54,046393,train
018084,49,49,018084,train
018759,0,0,018759,train
014114,44,44,014114,train
023847,0,0,023847,train
010482,26,26,010482,train
036067,47,47,036067,train
039809,18,18,039809,train
035544,39,39,035544,train
037363,14,14,037363,train
034419,6,6,034419,train
037461,12,12,037461,train
051412,53,53,051412,train
032707,47,47,032707,train
001283,25,25,001283,train
037705,16,16,037705,train
028913,6,6,028913,train
003246,49,49,003246,train
043762,16,16,043762,train
042121,49,49,042121,train
039228,1,1,039228,train
004354,4,4,004354,train
018881,49,49,018881,train
007986,16,16,007986,train
023541,49,49,023541,train
033519,4,4,033519,train
047378,44,44,047378,train
050479,4,4,050479,train
037514,19,19,037514,train
040907,44,44,040907,train
029213,11,11,029213,train
032117,18,18,032117,train
008227,18,18,008227,train
018099,25,25,018099,train
043187,6,6,043187,train
012485,49,49,012485,train
004598,18,18,004598,train
007281,49,49,007281,train
049603,8,8,049603,train
033785,47,47,033785,train
031843,39,39,031843,train
007252,24,24,007252,train
016234,0,0,016234,train
039468,49,49,039468,train
050328,9,9,050328,train
022498,27,27,022498,train
026709,49,49,026709,train
048165,0,0,048165,train
040983,44,44,040983,train
017495,47,47,017495,train
031117,16,16,031117,train
012155,46,46,012155,train
047573,6,6,047573,train
043839,47,47,043839,train
042276,29,29,042276,train
027895,53,53,027895,train
039333,25,25,039333,train
000638,6,6,000638,train
040238,49,49,040238,train
026895,28,28,026895,train
005347,11,11,005347,train
010201,44,44,010201,train
028376,30,30,028376,train
020890,26,26,020890,train
026414,18,18,026414,train
025605,49,49,025605,train
045334,53,53,045334,train
005992,31,31,005992,train
020563,48,48,020563,train
029787,31,31,029787,train
018174,6,6,018174,train
041631,0,0,041631,train
026720,18,18,026720,train
037505,18,18,037505,train
029638,30,30,029638,train
051012,18,18,051012,train
038653,30,30,038653,train
013075,49,49,013075,train
039565,44,44,039565,train
007369,44,44,007369,train
047150,30,30,047150,train
010043,19,19,010043,train
041948,47,47,041948,train
027759,30,30,027759,train
004698,53,53,004698,train
015261,53,53,015261,train
040346,32,32,040346,train
045732,53,53,045732,train
048864,49,49,048864,train
020343,18,18,020343,train
024075,30,30,024075,train
024396,37,37,024396,train
031110,18,18,031110,train
034131,0,0,034131,train
036486,47,47,036486,train
019165,49,49,019165,train
047396,0,0,047396,train
000876,18,18,000876,train
024188,30,30,024188,train
003805,11,11,003805,train
049031,18,18,049031,train
030744,49,49,030744,train
013380,49,49,013380,train
030162,18,18,030162,train
032260,50,50,032260,train
036618,0,0,036618,train
010935,49,49,010935,train
009957,30,30,009957,train
047848,18,18,047848,train
050014,32,32,050014,train
043853,49,49,043853,train
041771,16,16,041771,train
000369,30,30,000369,train
028670,18,18,028670,train
040041,47,47,040041,train
030687,49,49,030687,train
001033,32,32,001033,train
045042,18,18,045042,train
027786,18,18,027786,train
010208,49,49,010208,train
018721,0,0,018721,train
028634,18,18,028634,train
043174,18,18,043174,train
016829,18,18,016829,train
011025,30,30,011025,train
019128,35,35,019128,train
002527,22,22,002527,train
038999,49,49,038999,train
031343,12,12,031343,train
038992,24,24,038992,train
012482,44,44,012482,train
016771,49,49,016771,train
034890,12,12,034890,train
008833,16,16,008833,train
021835,22,22,021835,train
022951,49,49,022951,train
000393,12,12,000393,train
012948,24,24,012948,train
044515,32,32,044515,train
042610,18,18,042610,train
038546,11,11,038546,train
017833,30,30,017833,train
025835,6,6,025835,train
032671,4,4,032671,train
036891,49,49,036891,train
044437,16,16,044437,train
001325,18,18,001325,train
050415,49,49,050415,train
040670,4,4,040670,train
039448,47,47,039448,train
025046,13,13,025046,train
049950,18,18,049950,train
008503,20,20,008503,train
026155,31,31,026155,train
040327,18,18,040327,train
008275,16,16,008275,train
021439,52,52,021439,train
031410,47,47,031410,train
047252,24,24,047252,train
047899,33,33,047899,train
023743,6,6,023743,train
047597,18,18,047597,train
040169,6,6,040169,train
050637,18,18,050637,train
027667,1,1,027667,train
031155,6,6,031155,train
010971,38,38,010971,train
003376,49,49,003376,train
017901,18,18,017901,train
020420,30,30,020420,train
019581,49,49,019581,train
017651,41,41,017651,train
037726,47,47,037726,train
026738,16,16,026738,train
011430,0,0,011430,train
047393,24,24,047393,train
044038,49,49,044038,train
018372,44,44,018372,train
004465,44,44,004465,train
007367,51,51,007367,train
032098,30,30,032098,train
007512,18,18,007512,train
042630,16,16,042630,train
044756,49,49,044756,train
037246,22,22,037246,train
023720,30,30,023720,train
018593,16,16,018593,train
020076,49,49,020076,train
026759,18,18,026759,train
028434,26,26,028434,train
037402,49,49,037402,train
017627,17,17,017627,train
050693,44,44,050693,train
049333,47,47,049333,train
042297,18,18,042297,train
004399,12,12,004399,train
019788,30,30,019788,train
028816,47,47,028816,train
026874,34,34,026874,train
010317,16,16,010317,train
023664,53,53,023664,train
025087,38,38,025087,train
013229,27,27,013229,train
021252,17,17,021252,train
047855,53,53,047855,train
046101,32,32,046101,train
026505,8,8,026505,train
016645,48,48,016645,train
033645,22,22,033645,train
011194,19,19,011194,train
027975,53,53,027975,train
005391,16,16,005391,train
027781,4,4,027781,train
012390,1,1,012390,train
007893,1,1,007893,train
019932,24,24,019932,train
039555,18,18,039555,train
013510,53,53,013510,train
047663,6,6,047663,train
044576,30,30,044576,train
027426,40,40,027426,train
033661,18,18,033661,train
017967,24,24,017967,train
041064,18,18,041064,train
047278,15,15,047278,train
018429,30,30,018429,train
008955,49,49,008955,train
011624,18,18,011624,train
017050,49,49,017050,train
025558,0,0,025558,train
041279,6,6,041279,train
031821,16,16,031821,train
009097,49,49,009097,train
010704,49,49,010704,train
047225,22,22,047225,train
024377,18,18,024377,train
045305,18,18,045305,train
016355,1,1,016355,train
041990,32,32,041990,train
034794,0,0,034794,train
026572,53,53,026572,train
025617,30,30,025617,train
026387,16,16,026387,train
017951,49,49,017951,train
030227,0,0,030227,train
004681,12,12,004681,train
047102,49,49,047102,train
012648,49,49,012648,train
039108,49,49,039108,train
049374,8,8,049374,train
023715,47,47,023715,train
021119,44,44,021119,train
016787,49,49,016787,train
050943,22,22,050943,train
043490,18,18,043490,train
044486,16,16,044486,train
009357,0,0,009357,train
043690,6,6,043690,train
026426,49,49,026426,train
044877,32,32,044877,train
048518,0,0,048518,train
040637,49,49,040637,train
042913,18,18,042913,train
050174,18,18,050174,train
003210,18,18,003210,train
050444,18,18,050444,train
041789,49,49,041789,train
048237,22,22,048237,train
047441,12,12,047441,train
000189,53,53,000189,train
010462,49,49,010462,train
011961,30,30,011961,train
015730,18,18,015730,train
044109,26,26,044109,train
011258,31,31,011258,train
019182,49,49,019182,train
034058,6,6,034058,train
043767,49,49,043767,train
007184,18,18,007184,train
017470,12,12,017470,train
027502,18,18,027502,train
047183,53,53,047183,train
038168,18,18,038168,train
029051,47,47,029051,train
050537,53,53,050537,train
000062,0,0,000062,train
029190,14,14,029190,train
019470,18,18,019470,train
011296,11,11,011296,train
046106,44,44,046106,train
029211,12,12,029211,train
001819,0,0,001819,train
010146,52,52,010146,train
051523,53,53,051523,train
015546,54,54,015546,train
037886,12,12,037886,train
022225,0,0,022225,train
026548,12,12,026548,train
045519,6,6,045519,train
026226,17,17,026226,train
004818,16,16,004818,train
024653,24,24,024653,train
041355,44,44,041355,train
045688,4,4,045688,train
009336,48,48,009336,train
029631,0,0,029631,train
009680,26,26,009680,train
012370,16,16,012370,train
046770,53,53,046770,train
032484,28,28,032484,train
031817,18,18,031817,train
043786,18,18,043786,train
031937,7,7,031937,train
011768,32,32,011768,train
038088,18,18,038088,train
007444,49,49,007444,train
004164,44,44,004164,train
022256,0,0,022256,train
012750,30,30,012750,train
046587,49,49,046587,train
010991,49,49,010991,train
013663,6,6,013663,train
019413,44,44,019413,train
009179,41,41,009179,train
032548,49,49,032548,train
010947,44,44,010947,train
021849,47,47,021849,train
039441,49,49,039441,train
032288,6,6,032288,train
044389,16,16,044389,train
041548,49,49,041548,train
043982,44,44,043982,train
051493,0,0,051493,train
048129,16,16,048129,train
002490,8,8,002490,train
033762,52,52,033762,train
030284,47,47,030284,train
013029,0,0,013029,train
000034,9,9,000034,train
027530,18,18,027530,train
043076,53,53,043076,train
022071,31,31,022071,train
008281,49,49,008281,train
018523,36,36,018523,train
000285,49,49,000285,train
004836,19,19,004836,train
012884,28,28,012884,train
021008,49,49,021008,train
002118,47,47,002118,train
006052,49,49,006052,train
018440,49,49,018440,train
006770,16,16,006770,train
022285,16,16,022285,train
017115,53,53,017115,train
002746,49,49,002746,train
051619,32,32,051619,train
021173,36,36,021173,train
003891,32,32,003891,train
040179,12,12,040179,train
037177,18,18,037177,train
007386,0,0,007386,train
032487,18,18,032487,train
012554,44,44,012554,train
007891,11,11,007891,train
002105,18,18,002105,train
022549,49,49,022549,train
050093,6,6,050093,train
031457,16,16,031457,train
038961,47,47,038961,train
017293,18,18,017293,train
046358,49,49,046358,train
002502,18,18,002502,train
012367,19,19,012367,train
018738,49,49,018738,train
022432,18,18,022432,train
050907,44,44,050907,train
014235,49,49,014235,train
040978,49,49,040978,train
001873,32,32,001873,train
014977,32,32,014977,train
024505,5,5,024505,train
045232,18,18,045232,train
044496,16,16,044496,train
020764,49,49,020764,train
019155,32,32,019155,train
007452,6,6,007452,train
051507,40,40,051507,train
031705,0,0,031705,train
013525,31,31,013525,train
034443,18,18,034443,train
002472,49,49,002472,train
011520,47,47,011520,train
034953,47,47,034953,train
044836,30,30,044836,train
045471,0,0,045471,train
022910,24,24,022910,train
035286,49,49,035286,train
020140,30,30,020140,train
001406,18,18,001406,train
001055,30,30,001055,train
018201,49,49,018201,train
027036,30,30,027036,train
015890,12,12,015890,train
040552,11,11,040552,train
005589,49,49,005589,train
049342,30,30,049342,train
047831,41,41,047831,train
003185,22,22,003185,train
015694,49,49,015694,train
027268,49,49,027268,train
011312,53,53,011312,train
024242,8,8,024242,train
028646,49,49,028646,train
037297,41,41,037297,train
034524,50,50,034524,train
049278,18,18,049278,train
041489,6,6,041489,train
049516,49,49,049516,train
045474,25,25,045474,train
050916,18,18,050916,train
033413,30,30,033413,train
030610,31,31,030610,train
022052,9,9,022052,train
026791,5,5,026791,train
034985,12,12,034985,train
035178,18,18,035178,train
000222,49,49,000222,train
007209,1,1,007209,train
045140,18,18,045140,train
006986,33,33,006986,train
014223,18,18,014223,train
011297,24,24,011297,train
022000,49,49,022000,train
018920,49,49,018920,train
004415,18,18,004415,train
037432,44,44,037432,train
000344,12,12,000344,train
041300,49,49,041300,train
012688,32,32,012688,train
036718,0,0,036718,train
048222,53,53,048222,train
020280,16,16,020280,train
002025,47,47,002025,train
001631,49,49,001631,train
019660,41,41,019660,train
050744,6,6,050744,train
011612,18,18,011612,train
009500,12,12,009500,train
021634,26,26,021634,train
038556,16,16,038556,train
018582,49,49,018582,train
046722,47,47,046722,train
043162,41,41,043162,train
008071,11,11,008071,train
010474,26,26,010474,train
019947,6,6,019947,train
029705,44,44,029705,train
022852,9,9,022852,train
020110,49,49,020110,train
038161,53,53,038161,train
008932,16,16,008932,train
050499,49,49,050499,train
025635,49,49,025635,train
035796,18,18,035796,train
005689,49,49,005689,train
047256,47,47,047256,train
050121,22,22,050121,train
021618,18,18,021618,train
002377,41,41,002377,train
042282,6,6,042282,train
004920,6,6,004920,train
024740,38,38,024740,train
007749,30,30,007749,train
050644,18,18,050644,train
043123,16,16,043123,train
046317,30,30,046317,train
041922,37,37,041922,train
026606,53,53,026606,train
042549,48,48,042549,train
023288,13,13,023288,train
010091,16,16,010091,train
004173,18,18,004173,train
027262,49,49,027262,train
037152,16,16,037152,train
040818,47,47,040818,train
032607,44,44,032607,train
037989,44,44,037989,train
031028,16,16,031028,train
014234,44,44,014234,train
034199,16,16,034199,train
002248,53,53,002248,train
031909,11,11,031909,train
040477,18,18,040477,train
034963,53,53,034963,train
037219,6,6,037219,train
048305,16,16,048305,train
003067,12,12,003067,train
050255,11,11,050255,train
021477,11,11,021477,train
037403,53,53,037403,train
042614,49,49,042614,train
014552,51,51,014552,train
024782,30,30,024782,train
012019,31,31,012019,train
045064,17,17,045064,train
022865,49,49,022865,train
029296,0,0,029296,train
046930,47,47,046930,train
000999,16,16,000999,train
005616,18,18,005616,train
042003,49,49,042003,train
038248,0,0,038248,train
011333,49,49,011333,train
008006,22,22,008006,train
025946,25,25,025946,train
050322,18,18,050322,train
026343,10,10,026343,train
041571,30,30,041571,train
033867,18,18,033867,train
041020,47,47,041020,train
003897,18,18,003897,train
040292,0,0,040292,train
037105,49,49,037105,train
012865,32,32,012865,train
032998,16,16,032998,train
033951,4,4,033951,train
042734,4,4,042734,train
046349,0,0,046349,train
037716,47,47,037716,train
042087,30,30,042087,train
001939,3,3,001939,train
004113,53,53,004113,train
047010,49,49,047010,train
000497,18,18,000497,train
041248,49,49,041248,train
029330,47,47,029330,train
003890,18,18,003890,train
028639,52,52,028639,train
011866,11,11,011866,train
006234,49,49,006234,train
022607,16,16,022607,train
008036,36,36,008036,train
019288,47,47,019288,train
012626,47,47,012626,train
047952,18,18,047952,train
033046,0,0,033046,train
010473,44,44,010473,train
048540,53,53,048540,train
051100,16,16,051100,train
014810,6,6,014810,train
046668,0,0,046668,train
033895,18,18,033895,train
042511,25,25,042511,train
041909,18,18,041909,train
000624,32,32,000624,train
001830,53,53,001830,train
038876,49,49,038876,train
042103,12,12,042103,train
004944,35,35,004944,train
009614,6,6,009614,train
007310,32,32,007310,train
001102,49,49,001102,train
015878,11,11,015878,train
019984,49,49,019984,train
046403,52,52,046403,train
004208,18,18,004208,train
022564,18,18,022564,train
029561,6,6,029561,train
017271,48,48,017271,train
047637,0,0,047637,train
005840,49,49,005840,train
003793,12,12,003793,train
043517,17,17,043517,train
010053,0,0,010053,train
050001,49,49,050001,train
005125,24,24,005125,train
047635,18,18,047635,train
029504,49,49,029504,train
037867,0,0,037867,train
041394,47,47,041394,train
014433,0,0,014433,train
029838,47,47,029838,train
023855,0,0,023855,train
024738,0,0,024738,train
049406,53,53,049406,train
030649,16,16,030649,train
000395,6,6,000395,train
036619,53,53,036619,train
040682,18,18,040682,train
050231,28,28,050231,train
003581,0,0,003581,train
032503,16,16,032503,train
019329,28,28,019329,train
041722,44,44,041722,train
012290,18,18,012290,train
011367,6,6,011367,train
018399,16,16,018399,train
006090,18,18,006090,train
029178,24,24,029178,train
035248,49,49,035248,train
002152,31,31,002152,train
012674,0,0,012674,train
025059,49,49,025059,train
045830,0,0,045830,train
045645,32,32,045645,train
044893,49,49,044893,train
017226,18,18,017226,train
038472,18,18,038472,train
031745,49,49,031745,train
040507,18,18,040507,train
044401,18,18,044401,train
036174,44,44,036174,train
024048,53,53,024048,train
022296,18,18,022296,train
010700,18,18,010700,train
037076,47,47,037076,train
029833,28,28,029833,train
035830,16,16,035830,train
023567,6,6,023567,train
014767,12,12,014767,train
002767,18,18,002767,train
007242,5,5,007242,train
047009,16,16,047009,train
000040,12,12,000040,train
005101,12,12,005101,train
029684,22,22,029684,train
045053,44,44,045053,train
037229,36,36,037229,train
021522,12,12,021522,train
043493,18,18,043493,train
032716,9,9,032716,train
035545,53,53,035545,train
045282,37,37,045282,train
023592,0,0,023592,train
014825,49,49,014825,train
008879,50,50,008879,train
040185,0,0,040185,train
026994,50,50,026994,train
021746,6,6,021746,train
037126,53,53,037126,train
012193,26,26,012193,train
045036,18,18,045036,train
019892,9,9,019892,train
040754,31,31,040754,train
000666,49,49,000666,train
038684,18,18,038684,train
051417,8,8,051417,train
015090,16,16,015090,train
004085,12,12,004085,train
006780,11,11,006780,train
036097,30,30,036097,train
051500,9,9,051500,train
014753,19,19,014753,train
051478,9,9,051478,train
024353,18,18,024353,train
000733,0,0,000733,train
009989,0,0,009989,train
004341,42,42,004341,train
037260,32,32,037260,train
000493,16,16,000493,train
013252,46,46,013252,train
041923,18,18,041923,train
003697,49,49,003697,train
004128,30,30,004128,train
018395,49,49,018395,train
033788,16,16,033788,train
016697,0,0,016697,train
022521,18,18,022521,train
033938,18,18,033938,train
037320,49,49,037320,train
022808,16,16,022808,train
024128,24,24,024128,train
019825,49,49,019825,train
042044,49,49,042044,train
039969,18,18,039969,train
008256,50,50,008256,train
012586,8,8,012586,train
023388,16,16,023388,train
040959,49,49,040959,train
003970,49,49,003970,train
038293,24,24,038293,train
040479,16,16,040479,train
006631,12,12,006631,train
027539,49,49,027539,train
040741,12,12,040741,train
024772,2,2,024772,train
020129,16,16,020129,train
004095,44,44,004095,train
048410,36,36,048410,train
018937,16,16,018937,train
012192,49,49,012192,train
037564,17,17,037564,train
027782,25,25,027782,train
043649,0,0,043649,train
010170,30,30,010170,train
042401,26,26,042401,train
036154,47,47,036154,train
001336,16,16,001336,train
008896,18,18,008896,train
013731,0,0,013731,train
026871,49,49,026871,train
029988,30,30,029988,train
033255,32,32,033255,train
031007,49,49,031007,train
011713,18,18,011713,train
000805,6,6,000805,train
004838,0,0,004838,train
032064,53,53,032064,train
032810,49,49,032810,train
041632,4,4,041632,train
045317,32,32,045317,train
048405,19,19,048405,train
026490,47,47,026490,train
001175,2,2,001175,train
042359,44,44,042359,train
007223,18,18,007223,train
004463,26,26,004463,train
021989,18,18,021989,train
005359,31,31,005359,train
018503,54,54,018503,train
033894,12,12,033894,train
042186,15,15,042186,train
003374,30,30,003374,train
048155,16,16,048155,train
026897,26,26,026897,train
051422,49,49,051422,train
042150,18,18,042150,train
012828,47,47,012828,train
047317,49,49,047317,train
042117,18,18,042117,train
030311,31,31,030311,train
012417,30,30,012417,train
018245,16,16,018245,train
020185,18,18,020185,train
033028,18,18,033028,train
027651,30,30,027651,train
009015,17,17,009015,train
031380,16,16,031380,train
013397,35,35,013397,train
006075,49,49,006075,train
024453,16,16,024453,train
005012,47,47,005012,train
021489,0,0,021489,train
048340,49,49,048340,train
031239,44,44,031239,train
035782,18,18,035782,train
005286,6,6,005286,train
033286,50,50,033286,train
046240,30,30,046240,train
020060,49,49,020060,train
027663,4,4,027663,train
028198,49,49,028198,train
012199,30,30,012199,train
026285,30,30,026285,train
006114,49,49,006114,train
017664,11,11,017664,train
044265,49,49,044265,train
038608,49,49,038608,train
009144,44,44,009144,train
031787,32,32,031787,train
027686,38,38,027686,train
045712,49,49,045712,train
050064,44,44,050064,train
048098,32,32,048098,train
025281,0,0,025281,train
042114,30,30,042114,train
034511,6,6,034511,train
009161,32,32,009161,train
001642,47,47,001642,train
037828,16,16,037828,train
003203,6,6,003203,train
026952,0,0,026952,train
051430,6,6,051430,train
009052,49,49,009052,train
032214,16,16,032214,train
040786,44,44,040786,train
044205,53,53,044205,train
030591,11,11,030591,train
023890,19,19,023890,train
037897,44,44,037897,train
012178,18,18,012178,train
001535,53,53,001535,train
023754,3,3,023754,train
016139,47,47,016139,train
025301,26,26,025301,train
009704,44,44,009704,train
007398,18,18,007398,train
033999,30,30,033999,train
045922,0,0,045922,train
024352,18,18,024352,train
030606,0,0,030606,train
018630,12,12,018630,train
012675,53,53,012675,train
020007,27,27,020007,train
014408,18,18,014408,train
008788,16,16,008788,train
027214,41,41,027214,train
024994,41,41,024994,train
048350,18,18,048350,train
005695,32,32,005695,train
037964,0,0,037964,train
000783,16,16,000783,train
041468,30,30,041468,train
002294,49,49,002294,train
039246,51,51,039246,train
014611,16,16,014611,train
003794,6,6,003794,train
032302,0,0,032302,train
013780,50,50,013780,train
003350,44,44,003350,train
029340,18,18,029340,train
032939,0,0,032939,train
025698,30,30,025698,train
027085,49,49,027085,train
044623,6,6,044623,train
011144,31,31,011144,train
044375,53,53,044375,train
011757,49,49,011757,train
030268,24,24,030268,train
019597,30,30,019597,train
014149,52,52,014149,train
014407,0,0,014407,train
009693,18,18,009693,train
049490,11,11,049490,train
032842,6,6,032842,train
038967,6,6,038967,train
014544,49,49,014544,train
040968,48,48,040968,train
002982,42,42,002982,train
026807,17,17,026807,train
051050,16,16,051050,train
026509,50,50,026509,train
022111,49,49,022111,train
050382,51,51,050382,train
042475,44,44,042475,train
010618,30,30,010618,train
030347,47,47,030347,train
037879,18,18,037879,train
008658,0,0,008658,train
008321,39,39,008321,train
037428,12,12,037428,train
036208,9,9,036208,train
007324,32,32,007324,train
009661,49,49,009661,train
005231,22,22,005231,train
044182,16,16,044182,train
016567,47,47,016567,train
015010,44,44,015010,train
007599,6,6,007599,train
004762,22,22,004762,train
051336,4,4,051336,train
038241,26,26,038241,train
049408,18,18,049408,train
040622,44,44,040622,train
044071,18,18,044071,train
011913,51,51,011913,train
024312,18,18,024312,train
003920,19,19,003920,train
009683,28,28,009683,train
043034,18,18,043034,train
015652,18,18,015652,train
013498,47,47,013498,train
021291,49,49,021291,train
008803,32,32,008803,train
034258,53,53,034258,train
036642,30,30,036642,train
000025,49,49,000025,train
028133,18,18,028133,train
040414,0,0,040414,train
044351,24,24,044351,train
012872,28,28,012872,train
026605,19,19,026605,train
034561,53,53,034561,train
024280,30,30,024280,train
046068,30,30,046068,train
000451,42,42,000451,train
021962,49,49,021962,train
022800,49,49,022800,train
013552,52,52,013552,train
050454,9,9,050454,train
041131,18,18,041131,train
009040,49,49,009040,train
050412,52,52,050412,train
012801,26,26,012801,train
003087,44,44,003087,train
046549,0,0,046549,train
032346,44,44,032346,train
036555,31,31,036555,train
001557,6,6,001557,train
040753,16,16,040753,train
005471,41,41,005471,train
036421,47,47,036421,train
015399,16,16,015399,train
050086,17,17,050086,train
022338,30,30,022338,train
045143,19,19,045143,train
000308,54,54,000308,train
023994,8,8,023994,train
020423,16,16,020423,train
020976,17,17,020976,train
019422,18,18,019422,train
039746,18,18,039746,train
012398,31,31,012398,train
051225,47,47,051225,train
041293,26,26,041293,train
026183,0,0,026183,train
016046,30,30,016046,train
001048,16,16,001048,train
016201,49,49,016201,train
028302,4,4,028302,train
030095,49,49,030095,train
020865,18,18,020865,train
045968,18,18,045968,train
021387,26,26,021387,train
050475,36,36,050475,train
031572,18,18,031572,train
033377,49,49,033377,train
040595,49,49,040595,train
028307,49,49,028307,train
024481,18,18,024481,train
019225,47,47,019225,train
050035,30,30,050035,train
014654,16,16,014654,train
028156,53,53,028156,train
004278,53,53,004278,train
006903,49,49,006903,train
018356,18,18,018356,train
028790,17,17,028790,train
002329,12,12,002329,train
022615,32,32,022615,train
035984,49,49,035984,train
031219,44,44,031219,train
023838,47,47,023838,train
024859,49,49,024859,train
038483,49,49,038483,train
005448,18,18,005448,train
033415,50,50,033415,train
050314,25,25,050314,train
025084,11,11,025084,train
046695,0,0,046695,train
042929,47,47,042929,train
006182,30,30,006182,train
035421,18,18,035421,train
025666,32,32,025666,train
020293,11,11,020293,train
007320,37,37,007320,train
018067,47,47,018067,train
013977,0,0,013977,train
019792,19,19,019792,train
026632,0,0,026632,train
029418,50,50,029418,train
035121,47,47,035121,train
049390,30,30,049390,train
003901,0,0,003901,train
032264,18,18,032264,train
014889,49,49,014889,train
041804,12,12,041804,train
031698,19,19,031698,train
009635,38,38,009635,train
012083,18,18,012083,train
033334,18,18,033334,train
013832,12,12,013832,train
018428,49,49,018428,train
009264,12,12,009264,train
036809,18,18,036809,train
041101,14,14,041101,train
049799,18,18,049799,train
027575,16,16,027575,train
023532,49,49,023532,train
001966,49,49,001966,train
019503,12,12,019503,train
019922,49,49,019922,train
048589,47,47,048589,train
031762,32,32,031762,train
046724,49,49,046724,train
002019,30,30,002019,train
017912,4,4,017912,train
022312,0,0,022312,train
026928,0,0,026928,train
000905,16,16,000905,train
020147,0,0,020147,train
009134,49,49,009134,train
017538,18,18,017538,train
044083,17,17,044083,train
015784,47,47,015784,train
026884,0,0,026884,train
037594,24,24,037594,train
013214,16,16,013214,train
045778,0,0,045778,train
019559,19,19,019559,train
003641,49,49,003641,train
005642,46,46,005642,train
001879,49,49,001879,train
026098,47,47,026098,train
001734,29,29,001734,train
018203,0,0,018203,train
028383,49,49,028383,train
001614,5,5,001614,train
033411,32,32,033411,train
003464,49,49,003464,train
049908,16,16,049908,train
035731,18,18,035731,train
018959,18,18,018959,train
027681,28,28,027681,train
042841,44,44,042841,train
005581,47,47,005581,train
029369,6,6,029369,train
009758,41,41,009758,train
040683,37,37,040683,train
002657,52,52,002657,train
007924,29,29,007924,train
051664,49,49,051664,train
001365,44,44,001365,train
011249,8,8,011249,train
041638,16,16,041638,train
016990,49,49,016990,train
040046,49,49,040046,train
038656,16,16,038656,train
016306,0,0,016306,train
039390,49,49,039390,train
001038,18,18,001038,train
001951,16,16,001951,train
021593,44,44,021593,train
040988,16,16,040988,train
040271,48,48,040271,train
024281,29,29,024281,train
030036,26,26,030036,train
047417,18,18,047417,train
003459,26,26,003459,train
015139,49,49,015139,train
048729,26,26,048729,train
025195,47,47,025195,train
014921,18,18,014921,train
004098,47,47,004098,train
023580,0,0,023580,train
004932,54,54,004932,train
033594,16,16,033594,train
039964,3,3,039964,train
045339,32,32,045339,train
032748,38,38,032748,train
040007,49,49,040007,train
002864,49,49,002864,train
007837,12,12,007837,train
025511,22,22,025511,train
013639,4,4,013639,train
029121,18,18,029121,train
036903,17,17,036903,train
023701,30,30,023701,train
047583,6,6,047583,train
027688,11,11,027688,train
019092,53,53,019092,train
040843,49,49,040843,train
022438,49,49,022438,train
011582,49,49,011582,train
024414,0,0,024414,train
047921,53,53,047921,train
000689,10,10,000689,train
017987,0,0,017987,train
033027,49,49,033027,train
031989,25,25,031989,train
009223,31,31,009223,train
030636,0,0,030636,train
021954,0,0,021954,train
025278,47,47,025278,train
003132,32,32,003132,train
049319,47,47,049319,train
017899,18,18,017899,train
038779,32,32,038779,train
005333,49,49,005333,train
036418,0,0,036418,train
047696,31,31,047696,train
005826,18,18,005826,train
051041,47,47,051041,train
035425,16,16,035425,train
048690,0,0,048690,train
039494,30,30,039494,train
048116,40,40,048116,train
043375,26,26,043375,train
003473,30,30,003473,train
003965,30,30,003965,train
047998,49,49,047998,train
005248,30,30,005248,train
006107,49,49,006107,train
039370,17,17,039370,train
017361,49,49,017361,train
018393,49,49,018393,train
007585,18,18,007585,train
045928,40,40,045928,train
041312,53,53,041312,train
000113,47,47,000113,train
035196,31,31,035196,train
021733,0,0,021733,train
033936,36,36,033936,train
047495,49,49,047495,train
021190,49,49,021190,train
021759,26,26,021759,train
033872,6,6,033872,train
013277,53,53,013277,train
031221,53,53,031221,train
005354,18,18,005354,train
008929,47,47,008929,train
039667,6,6,039667,train
005036,6,6,005036,train
042481,18,18,042481,train
039787,49,49,039787,train
042451,22,22,042451,train
047609,49,49,047609,train
033560,29,29,033560,train
